Service Provider,Technology,Test_type,Data Speed(Mbps),Signal_strength,LSA
JIO,4G,Upload,9.73,-76,Andhra Pradesh
AIRTEL,4G,Download,2.89,-100,UP West
AIRTEL,4G,Download,1.76,-77,UP West
AIRTEL,4G,Download,2.48,-105,UP West
AIRTEL,4G,Download,0.73,-90,UP West
AIRTEL,4G,Download,9.93,-85,UP West
AIRTEL,4G,Upload,3.16,-95,UP West
AIRTEL,4G,Upload,4.85,-77,UP West
AIRTEL,4G,Upload,3.64,-105,UP West
AIRTEL,4G,Upload,0.0,-90,UP West
AIRTEL,4G,Upload,5.16,-90,UP West
JIO,4G,Download,1.65,-103,Rajasthan
JIO,4G,Upload,0.87,-104,Rajasthan
JIO,4G,Download,53.67,-67,Mumbai
JIO,4G,Upload,8.2,-67,Mumbai
IDEA,3G,Download,0.23,-85,Madhya Pradesh
IDEA,3G,Download,0.4,-91,Madhya Pradesh
IDEA,3G,Download,0.08,-101,Madhya Pradesh
IDEA,3G,Upload,0.36,-81,Madhya Pradesh
IDEA,3G,Upload,0.64,-91,Madhya Pradesh
IDEA,3G,Upload,0.63,-99,Madhya Pradesh
JIO,4G,Download,67.94,-68,UP West
AIRTEL,3G,Download,5.74,-97,Andhra Pradesh
AIRTEL,3G,Download,0.68,-91,Andhra Pradesh
IDEA,4G,Download,10.44,-101,Tamil Nadu
IDEA,4G,Upload,5.13,-101,Tamil Nadu
AIRTEL,4G,Download,0.58,-93,Gujarat
AIRTEL,4G,Download,17.16,na,Gujarat
AIRTEL,4G,Download,0.65,na,Gujarat
AIRTEL,4G,Download,1.72,na,Gujarat
AIRTEL,4G,Download,1.61,-90,Gujarat
AIRTEL,4G,Download,3.05,-89,Gujarat
AIRTEL,4G,Upload,0.12,na,Gujarat
AIRTEL,4G,Upload,6.34,na,Gujarat
AIRTEL,4G,Upload,0.62,na,Gujarat
AIRTEL,4G,Upload,0.45,na,Gujarat
AIRTEL,4G,Upload,0.03,na,Gujarat
AIRTEL,4G,Upload,0.86,na,Gujarat
JIO,4G,Download,1.8,na,Kolkata
JIO,4G,Download,28.23,na,Kolkata
JIO,4G,Download,9.24,na,Kolkata
JIO,4G,Download,0.39,-112,West Bengal
JIO,4G,Download,0.46,na,Kolkata
JIO,4G,Download,1.52,na,Kolkata
JIO,4G,Download,2.13,na,Kolkata
JIO,4G,Upload,0.14,na,Kolkata
JIO,4G,Upload,6.03,na,Kolkata
JIO,4G,Upload,5.57,na,Kolkata
JIO,4G,Upload,0.08,-112,West Bengal
JIO,4G,Upload,0.56,na,Kolkata
JIO,4G,Upload,1.05,na,Kolkata
JIO,4G,Upload,0.1,na,Kolkata
JIO,4G,Download,0.64,-101,Andhra Pradesh
JIO,4G,Upload,0.33,-99,Andhra Pradesh
JIO,4G,Download,58.18,-71,Haryana
JIO,4G,Download,48.65,-68,Haryana
JIO,4G,Download,42.8,-66,Haryana
JIO,4G,Upload,9.3,-71,Haryana
JIO,4G,Upload,9.12,-68,Haryana
JIO,4G,Upload,8.78,-66,Haryana
JIO,4G,Download,3.02,-99,Bihar
JIO,4G,Upload,3.68,-99,Bihar
JIO,4G,Download,29.61,-98,Kerala
JIO,4G,Download,40.19,-97,Kerala
JIO,4G,Download,15.47,-103,Kerala
JIO,4G,Upload,5.38,-98,Kerala
JIO,4G,Upload,5.86,-97,Kerala
JIO,4G,Upload,4.28,-103,Kerala
JIO,4G,Download,0.19,-93,Rajasthan
JIO,4G,Download,0.15,-91,Rajasthan
JIO,4G,Download,1.03,-106,Rajasthan
JIO,4G,Upload,2.91,-93,Rajasthan
JIO,4G,Upload,3.02,-91,Rajasthan
JIO,4G,Upload,0.57,-106,Rajasthan
IDEA,4G,Download,4.71,na,Andhra Pradesh
IDEA,4G,Download,0.72,na,Andhra Pradesh
IDEA,4G,Download,1.03,na,Andhra Pradesh
IDEA,4G,Download,1.79,na,Andhra Pradesh
IDEA,4G,Upload,0.76,na,Andhra Pradesh
IDEA,4G,Upload,1.75,na,Andhra Pradesh
IDEA,4G,Upload,2.47,na,Andhra Pradesh
IDEA,4G,Upload,3.34,na,Andhra Pradesh
JIO,4G,Download,30.86,-94,Himachal Pradesh
JIO,4G,Download,30.81,-94,Himachal Pradesh
JIO,4G,Upload,9.34,-94,Himachal Pradesh
JIO,4G,Upload,8.99,-94,Himachal Pradesh
JIO,4G,Download,1.32,-106,UP West
JIO,4G,Download,23.34,-87,Bihar
JIO,4G,Download,29.01,-87,Bihar
JIO,4G,Upload,3.61,-87,Bihar
JIO,4G,Upload,3.34,-87,Bihar
IDEA,4G,Upload,7.07,na,Madhya Pradesh
IDEA,4G,Upload,8.62,na,Madhya Pradesh
IDEA,4G,Upload,6.1,na,Madhya Pradesh
IDEA,4G,Upload,6.48,na,Madhya Pradesh
IDEA,4G,Upload,5.65,na,Madhya Pradesh
IDEA,4G,Upload,4.5,na,Madhya Pradesh
IDEA,4G,Upload,6.5,na,Madhya Pradesh
IDEA,4G,Upload,0.53,na,Madhya Pradesh
IDEA,4G,Upload,5.11,na,Madhya Pradesh
IDEA,3G,Upload,2.04,na,Madhya Pradesh
IDEA,3G,Upload,0.93,-59,Madhya Pradesh
IDEA,3G,Upload,1.09,-57,Madhya Pradesh
IDEA,3G,Upload,0.17,-61,Madhya Pradesh
IDEA,3G,Upload,1.61,-63,Madhya Pradesh
IDEA,3G,Upload,2.04,-55,Madhya Pradesh
IDEA,3G,Upload,1.27,-59,Madhya Pradesh
IDEA,3G,Upload,1.09,-57,Madhya Pradesh
IDEA,3G,Upload,0.97,-63,Madhya Pradesh
IDEA,3G,Upload,1.71,-55,Madhya Pradesh
IDEA,3G,Upload,0.72,-63,Madhya Pradesh
IDEA,3G,Upload,0.31,na,Madhya Pradesh
IDEA,4G,Upload,4.66,na,Madhya Pradesh
IDEA,4G,Upload,5.06,na,Madhya Pradesh
IDEA,4G,Upload,3.71,na,Madhya Pradesh
IDEA,4G,Upload,7.62,na,Madhya Pradesh
IDEA,4G,Upload,5.78,na,Madhya Pradesh
IDEA,4G,Upload,5.78,na,Madhya Pradesh
IDEA,4G,Upload,1.32,na,Madhya Pradesh
IDEA,4G,Upload,4.75,na,Madhya Pradesh
IDEA,4G,Upload,0.17,-109,Madhya Pradesh
IDEA,3G,Upload,1.16,-91,Madhya Pradesh
IDEA,4G,Upload,4.02,-80,Madhya Pradesh
IDEA,4G,Upload,5.33,-79,Madhya Pradesh
IDEA,4G,Upload,3.06,-78,Madhya Pradesh
IDEA,4G,Upload,1.6,-92,Madhya Pradesh
IDEA,4G,Upload,6.84,-71,Madhya Pradesh
IDEA,4G,Upload,7.33,-59,Madhya Pradesh
IDEA,4G,Upload,1.14,-107,Madhya Pradesh
IDEA,4G,Upload,4.92,-79,Madhya Pradesh
IDEA,4G,Upload,4.6,-78,Madhya Pradesh
IDEA,4G,Upload,6.85,-77,Madhya Pradesh
IDEA,4G,Upload,5.42,-77,Madhya Pradesh
IDEA,4G,Upload,5.98,-77,Madhya Pradesh
IDEA,4G,Upload,6.06,-86,Madhya Pradesh
IDEA,4G,Upload,4.34,-84,Madhya Pradesh
IDEA,4G,Upload,9.53,na,Madhya Pradesh
IDEA,3G,Upload,2.92,-79,Madhya Pradesh
IDEA,3G,Upload,1.1,-79,Madhya Pradesh
IDEA,3G,Upload,0.72,-71,Madhya Pradesh
IDEA,4G,Upload,6.23,na,Madhya Pradesh
IDEA,4G,Upload,4.17,na,Madhya Pradesh
IDEA,4G,Upload,4.02,na,Madhya Pradesh
IDEA,4G,Upload,5.56,na,Madhya Pradesh
IDEA,4G,Upload,4.32,na,Madhya Pradesh
IDEA,4G,Upload,0.91,na,Madhya Pradesh
IDEA,4G,Upload,5.98,na,Madhya Pradesh
IDEA,4G,Upload,2.42,na,Madhya Pradesh
IDEA,3G,Upload,0.39,-57,Madhya Pradesh
IDEA,3G,Upload,0.08,-83,Madhya Pradesh
IDEA,3G,Upload,0.24,na,Madhya Pradesh
IDEA,4G,Upload,5.4,na,Madhya Pradesh
IDEA,4G,Upload,5.02,na,Madhya Pradesh
IDEA,4G,Upload,0.15,na,Madhya Pradesh
IDEA,4G,Upload,6.32,na,Madhya Pradesh
IDEA,4G,Upload,4.11,na,Madhya Pradesh
IDEA,4G,Upload,4.76,na,Madhya Pradesh
IDEA,4G,Upload,7.62,na,Madhya Pradesh
IDEA,3G,Upload,1.06,-61,Madhya Pradesh
IDEA,3G,Upload,0.63,-67,Madhya Pradesh
IDEA,3G,Upload,2.26,-61,Madhya Pradesh
IDEA,4G,Upload,6.39,na,Madhya Pradesh
IDEA,4G,Upload,0.81,-73,Madhya Pradesh
IDEA,4G,Upload,5.53,na,Madhya Pradesh
IDEA,4G,Upload,4.4,na,Madhya Pradesh
IDEA,4G,Upload,4.46,na,Madhya Pradesh
IDEA,4G,Upload,5.52,na,Madhya Pradesh
IDEA,4G,Upload,5.45,na,Madhya Pradesh
IDEA,4G,Upload,4.99,na,Madhya Pradesh
IDEA,4G,Upload,6.97,na,Madhya Pradesh
IDEA,4G,Upload,3.53,na,Madhya Pradesh
JIO,4G,Download,0.3,-97,UP East
JIO,4G,Upload,0.45,-97,UP East
JIO,4G,Download,40.5,-61,Karnataka
JIO,4G,Download,43.62,-61,Karnataka
JIO,4G,Download,36.63,-61,Karnataka
JIO,4G,Download,28.24,-61,Karnataka
JIO,4G,Upload,4.92,-61,Karnataka
JIO,4G,Upload,5.72,-61,Karnataka
JIO,4G,Upload,5.99,-61,Karnataka
JIO,4G,Upload,4.37,-61,Karnataka
JIO,4G,Download,34.94,-63,Himachal Pradesh
JIO,4G,Upload,5.55,-63,Himachal Pradesh
AIRTEL,4G,Download,5.74,-109,Andhra Pradesh
AIRTEL,4G,Upload,0.62,-109,Andhra Pradesh
AIRTEL,4G,Download,14.85,-94,Punjab
AIRTEL,4G,Upload,3.56,-95,Punjab
JIO,4G,Download,3.48,-103,Andhra Pradesh
JIO,4G,Download,0.63,-103,Andhra Pradesh
JIO,4G,Download,0.68,-102,Andhra Pradesh
JIO,4G,Download,3.48,-103,Andhra Pradesh
JIO,4G,Upload,0.06,-103,Andhra Pradesh
JIO,4G,Upload,0.05,-102,Andhra Pradesh
JIO,4G,Upload,0.03,-103,Andhra Pradesh
JIO,4G,Upload,0.14,-104,Andhra Pradesh
VODAFONE,4G,Download,11.0,-99,UP East
JIO,4G,Download,2.36,-82,UP East
VODAFONE,4G,Upload,3.03,-96,UP East
JIO,4G,Upload,3.24,-82,UP East
VODAFONE,4G,Download,8.48,na,Rajasthan
VODAFONE,4G,Upload,6.38,na,Rajasthan
JIO,4G,Download,10.76,na,Andhra Pradesh
JIO,4G,Upload,7.62,na,Andhra Pradesh
AIRTEL,4G,Download,5.3,-98,Chennai
AIRTEL,4G,Download,11.68,-97,Chennai
AIRTEL,4G,Upload,3.25,-97,Chennai
AIRTEL,4G,Upload,0.68,-97,Chennai
JIO,4G,Download,18.09,-77,Bihar
JIO,4G,Download,13.63,-77,Bihar
JIO,4G,Download,0.46,-109,Bihar
JIO,4G,Download,0.51,-100,Bihar
JIO,4G,Upload,5.61,-78,Bihar
JIO,4G,Upload,5.39,-77,Bihar
JIO,4G,Upload,1.14,-108,Bihar
JIO,4G,Upload,0.37,-111,Bihar
AIRTEL,4G,Download,1.98,-122,Andhra Pradesh
JIO,4G,Download,52.71,na,UP West
JIO,4G,Upload,9.82,na,UP West
JIO,4G,Upload,1.88,-105,Tamil Nadu
JIO,4G,Download,16.18,na,Tamil Nadu
JIO,4G,Download,40.78,-86,Tamil Nadu
JIO,4G,Upload,7.1,na,Tamil Nadu
JIO,4G,Upload,6.4,-86,Tamil Nadu
JIO,4G,Download,39.33,-91,Himachal Pradesh
JIO,4G,Upload,9.46,-91,Himachal Pradesh
AIRTEL,4G,Download,0.14,-99,UP West
AIRTEL,4G,Download,2.74,na,UP West
AIRTEL,4G,Download,4.43,na,UP West
AIRTEL,4G,Download,1.08,na,UP West
AIRTEL,4G,Download,0.73,-94,UP West
AIRTEL,4G,Download,1.13,na,UP West
AIRTEL,4G,Upload,4.18,-99,UP West
AIRTEL,4G,Upload,1.18,na,UP West
AIRTEL,4G,Upload,0.26,na,UP West
AIRTEL,4G,Upload,2.43,na,UP West
AIRTEL,4G,Upload,0.96,na,UP West
AIRTEL,4G,Upload,2.24,na,UP West
JIO,4G,Download,1.66,-99,Andhra Pradesh
JIO,4G,Download,0.32,-102,Andhra Pradesh
JIO,4G,Upload,1.57,-100,Andhra Pradesh
JIO,4G,Upload,0.41,-108,Andhra Pradesh
JIO,4G,Download,47.68,-70,UP East
JIO,4G,Upload,6.81,-70,UP East
JIO,4G,Download,11.7,-69,UP West
JIO,4G,Upload,3.97,-69,UP West
JIO,4G,Download,38.88,-77,Madhya Pradesh
JIO,4G,Download,40.13,-78,Madhya Pradesh
JIO,4G,Upload,3.36,-77,Madhya Pradesh
JIO,4G,Upload,5.02,-78,Madhya Pradesh
AIRTEL,3G,Download,0.65,-87,Madhya Pradesh
AIRTEL,3G,Upload,0.61,-87,Madhya Pradesh
AIRTEL,4G,Download,32.03,na,Tamil Nadu
AIRTEL,4G,Download,40.71,na,Tamil Nadu
AIRTEL,4G,Upload,0.05,na,Tamil Nadu
AIRTEL,4G,Upload,0.01,na,Tamil Nadu
JIO,4G,Download,41.25,-71,Andhra Pradesh
JIO,4G,Upload,8.32,-71,Andhra Pradesh
JIO,4G,Download,34.8,-84,UP West
AIRTEL,4G,Download,9.0,-87,Tamil Nadu
JIO,4G,Download,3.0,-77,Tamil Nadu
AIRTEL,4G,Upload,7.58,-87,Tamil Nadu
JIO,4G,Upload,2.45,-77,Tamil Nadu
AIRTEL,4G,Download,0.28,-94,Mumbai
AIRTEL,4G,Download,33.86,-104,Mumbai
AIRTEL,4G,Download,3.43,-95,Mumbai
AIRTEL,4G,Download,1.44,-90,Mumbai
AIRTEL,4G,Upload,15.86,-82,Mumbai
AIRTEL,4G,Upload,10.42,-116,Mumbai
AIRTEL,4G,Upload,4.71,-95,Mumbai
AIRTEL,4G,Upload,2.72,-87,Mumbai
JIO,4G,Download,26.46,-68,West Bengal
JIO,4G,Upload,11.6,-68,West Bengal
JIO,4G,Download,0.34,-99,Gujarat
JIO,4G,Upload,3.06,-98,Gujarat
AIRTEL,4G,Download,39.6,-80,Haryana
AIRTEL,4G,Download,5.39,-112,Haryana
AIRTEL,4G,Download,43.34,-89,Haryana
VODAFONE,4G,Download,31.9,-83,Haryana
AIRTEL,4G,Upload,10.74,-78,Haryana
AIRTEL,4G,Upload,0.25,-112,Haryana
AIRTEL,4G,Upload,17.78,-88,Haryana
VODAFONE,4G,Upload,9.33,-85,Haryana
JIO,4G,Download,66.35,-62,UP East
JIO,4G,Download,64.2,-62,UP East
JIO,4G,Download,61.73,-63,UP East
JIO,4G,Download,40.82,-63,UP East
JIO,4G,Upload,8.69,-62,UP East
JIO,4G,Upload,8.86,-62,UP East
JIO,4G,Upload,9.12,-63,UP East
JIO,4G,Upload,3.86,-63,UP East
JIO,4G,Download,46.44,na,Andhra Pradesh
JIO,4G,Upload,9.52,na,Andhra Pradesh
JIO,4G,Download,37.7,-67,Karnataka
JIO,4G,Upload,5.6,-67,Karnataka
JIO,4G,Upload,9.2,-60,Maharashtra
JIO,4G,Upload,1.11,-118,Maharashtra
JIO,4G,Upload,6.67,-88,Maharashtra
JIO,4G,Upload,3.63,-96,Maharashtra
JIO,4G,Download,8.66,-106,Maharashtra
JIO,4G,Upload,1.13,-106,Maharashtra
JIO,4G,Download,0.38,-97,Gujarat
JIO,4G,Upload,0.04,-97,Gujarat
JIO,4G,Download,37.64,-70,Rajasthan
JIO,4G,Download,28.43,-70,Rajasthan
JIO,4G,Upload,8.39,-70,Rajasthan
JIO,4G,Upload,4.98,-70,Rajasthan
VODAFONE,3G,Download,1.69,-89,UP East
VODAFONE,3G,Download,2.28,-81,UP East
VODAFONE,3G,Download,0.41,na,UP East
VODAFONE,3G,Download,4.99,-81,UP East
JIO,4G,Download,16.93,-62,Karnataka
JIO,4G,Upload,5.58,-62,Karnataka
JIO,4G,Upload,0.22,-107,Andhra Pradesh
IDEA,3G,Download,0.3,-99,Maharashtra
IDEA,3G,Upload,0.82,-91,Maharashtra
JIO,4G,Download,83.98,-72,UP East
JIO,4G,Upload,7.04,-72,UP East
JIO,4G,Download,0.78,-107,Delhi
JIO,4G,Download,0.52,-111,Delhi
JIO,4G,Upload,0.58,-108,Delhi
JIO,4G,Upload,0.8,-112,Delhi
IDEA,4G,Download,6.97,-112,UP East
IDEA,4G,Upload,0.72,-110,UP East
VODAFONE,4G,Download,2.4,-94,UP East
VODAFONE,4G,Upload,4.19,-94,UP East
JIO,4G,Download,27.92,-74,Karnataka
JIO,4G,Upload,5.36,-74,Karnataka
AIRTEL,4G,Download,16.89,-93,Mumbai
AIRTEL,4G,Download,0.97,-100,Maharashtra
AIRTEL,4G,Download,0.92,-108,Maharashtra
AIRTEL,4G,Download,0.46,-110,Maharashtra
AIRTEL,4G,Upload,4.99,-93,Mumbai
AIRTEL,4G,Upload,0.3,-100,Maharashtra
AIRTEL,4G,Upload,0.06,na,Maharashtra
AIRTEL,4G,Upload,0.25,-110,Maharashtra
JIO,4G,Upload,4.18,-62,Gujarat
JIO,4G,Upload,4.13,-62,Gujarat
JIO,4G,Upload,6.71,-62,Gujarat
JIO,4G,Download,48.6,-71,Madhya Pradesh
JIO,4G,Download,49.06,-71,Madhya Pradesh
JIO,4G,Download,47.17,-71,Madhya Pradesh
JIO,4G,Upload,8.62,-71,Madhya Pradesh
JIO,4G,Upload,9.21,-71,Madhya Pradesh
JIO,4G,Upload,7.48,-71,Madhya Pradesh
VODAFONE,4G,Download,10.26,-85,Maharashtra
VODAFONE,4G,Upload,12.16,-85,Maharashtra
VODAFONE,4G,Download,3.0,-80,UP East
VODAFONE,4G,Download,2.48,-104,UP East
VODAFONE,4G,Download,1.38,-103,UP East
VODAFONE,4G,Download,5.75,-83,UP East
VODAFONE,4G,Download,8.84,-81,UP East
VODAFONE,4G,Download,1.2,-102,UP East
VODAFONE,4G,Download,1.66,-101,UP East
VODAFONE,3G,Upload,1.98,-77,UP East
VODAFONE,4G,Upload,3.47,-100,UP East
VODAFONE,4G,Upload,3.6,-103,UP East
VODAFONE,4G,Upload,6.55,-83,UP East
VODAFONE,4G,Upload,8.42,-81,UP East
VODAFONE,4G,Upload,2.44,-105,UP East
VODAFONE,3G,Upload,1.09,-95,UP East
JIO,4G,Upload,6.55,-88,Madhya Pradesh
JIO,4G,Upload,3.79,-87,Madhya Pradesh
AIRTEL,4G,Download,4.0,-85,UP West
AIRTEL,4G,Upload,7.58,-85,UP West
JIO,4G,Download,42.76,-69,Haryana
JIO,4G,Upload,8.54,-69,Haryana
AIRTEL,4G,Download,4.67,-103,Orissa
AIRTEL,4G,Download,8.7,-98,Orissa
JIO,4G,Download,9.4,na,Orissa
JIO,4G,Download,18.6,-84,Orissa
JIO,4G,Download,5.87,-104,Orissa
JIO,4G,Download,8.19,-107,Orissa
AIRTEL,4G,Upload,3.42,-104,Orissa
AIRTEL,4G,Upload,1.82,-101,Orissa
JIO,4G,Upload,14.67,na,Orissa
JIO,4G,Upload,11.59,-84,Orissa
JIO,4G,Upload,0.28,-104,Orissa
JIO,4G,Upload,1.68,-103,Orissa
JIO,4G,Download,1.37,-100,UP West
JIO,4G,Download,0.26,-105,UP West
JIO,4G,Download,0.53,-99,UP West
JIO,4G,Download,1.17,-99,UP West
JIO,4G,Download,0.4,-110,UP West
JIO,4G,Upload,0.04,-97,UP West
JIO,4G,Upload,0.16,-105,UP West
JIO,4G,Upload,0.09,-102,UP West
JIO,4G,Upload,0.17,-99,UP West
JIO,4G,Upload,0.06,-110,UP West
JIO,4G,Download,11.64,-94,Rajasthan
JIO,4G,Download,19.86,-94,Rajasthan
JIO,4G,Download,10.31,-97,Rajasthan
JIO,4G,Upload,1.37,-99,Rajasthan
JIO,4G,Upload,1.94,-94,Rajasthan
JIO,4G,Upload,1.15,-98,Rajasthan
JIO,4G,Download,7.27,-111,Madhya Pradesh
VODAFONE,4G,Download,0.89,na,Delhi
VODAFONE,4G,Upload,0.47,-94,Delhi
AIRTEL,3G,Download,0.27,-91,Andhra Pradesh
VODAFONE,3G,Download,0.54,na,UP East
VODAFONE,3G,Download,2.88,na,UP East
VODAFONE,3G,Download,0.88,na,UP East
VODAFONE,3G,Download,1.41,na,UP East
VODAFONE,3G,Upload,4.1,na,UP East
VODAFONE,3G,Upload,3.73,na,UP East
VODAFONE,3G,Upload,1.81,na,UP East
VODAFONE,3G,Upload,1.85,na,UP East
JIO,4G,Download,41.26,-72,Himachal Pradesh
JIO,4G,Upload,9.36,-72,Himachal Pradesh
AIRTEL,3G,Download,6.83,-113,Andhra Pradesh
AIRTEL,3G,Download,6.58,-113,Andhra Pradesh
AIRTEL,3G,Download,10.37,-113,Andhra Pradesh
AIRTEL,3G,Download,0.93,-113,Andhra Pradesh
AIRTEL,3G,Download,0.87,-113,Andhra Pradesh
AIRTEL,3G,Upload,1.35,-113,Andhra Pradesh
AIRTEL,3G,Upload,1.32,-113,Andhra Pradesh
AIRTEL,3G,Upload,1.26,-113,Andhra Pradesh
AIRTEL,3G,Upload,0.92,-113,Andhra Pradesh
AIRTEL,3G,Upload,0.64,-113,Andhra Pradesh
JIO,4G,Download,49.86,-77,Orissa
JIO,4G,Download,49.69,-77,Orissa
JIO,4G,Upload,0.03,-109,Kerala
JIO,4G,Download,4.94,-69,Tamil Nadu
JIO,4G,Download,27.88,-85,Tamil Nadu
JIO,4G,Upload,5.9,-68,Tamil Nadu
JIO,4G,Upload,6.13,-86,Tamil Nadu
JIO,4G,Upload,3.02,-93,UP East
AIRTEL,4G,Download,2.41,-63,UP East
AIRTEL,4G,Download,3.34,-61,UP East
AIRTEL,4G,Download,5.21,-76,UP East
AIRTEL,4G,Download,0.22,-82,UP East
AIRTEL,4G,Download,0.22,-81,UP East
AIRTEL,4G,Download,0.21,-83,UP East
AIRTEL,4G,Download,0.95,-79,UP East
AIRTEL,4G,Download,0.19,-81,UP East
AIRTEL,4G,Download,0.31,-80,UP East
AIRTEL,4G,Download,0.07,-86,UP East
AIRTEL,4G,Download,0.05,-90,UP East
AIRTEL,4G,Download,0.21,-91,UP East
AIRTEL,4G,Download,0.25,na,UP East
AIRTEL,4G,Download,0.7,-97,UP East
AIRTEL,4G,Download,0.23,-82,UP East
AIRTEL,4G,Download,0.22,-78,UP East
AIRTEL,4G,Download,2.94,-73,UP East
AIRTEL,4G,Download,2.74,-76,UP East
AIRTEL,4G,Download,8.66,-79,UP East
AIRTEL,4G,Download,4.7,na,UP East
AIRTEL,4G,Download,1.77,-58,UP East
AIRTEL,4G,Download,0.56,-105,UP East
AIRTEL,4G,Download,4.58,-86,UP East
AIRTEL,4G,Download,4.34,-87,UP East
AIRTEL,4G,Download,0.95,-66,UP East
AIRTEL,4G,Download,0.41,-67,UP East
AIRTEL,4G,Download,0.69,-69,UP East
AIRTEL,4G,Download,0.31,-78,UP East
AIRTEL,4G,Download,0.84,-92,UP East
AIRTEL,4G,Download,0.7,-95,UP East
AIRTEL,4G,Download,1.44,-93,UP East
AIRTEL,4G,Download,0.04,-70,UP East
AIRTEL,4G,Download,0.02,-74,UP East
AIRTEL,4G,Download,0.92,-67,UP East
AIRTEL,4G,Download,1.42,-74,UP East
AIRTEL,4G,Download,1.99,-79,UP East
AIRTEL,3G,Download,0.8,-97,UP East
AIRTEL,4G,Download,5.21,-94,UP East
AIRTEL,4G,Download,10.97,-94,UP East
AIRTEL,4G,Download,3.89,-96,UP East
AIRTEL,4G,Download,3.68,-96,UP East
AIRTEL,4G,Download,9.04,-81,UP East
AIRTEL,4G,Download,0.08,-58,UP East
AIRTEL,4G,Download,0.06,-59,UP East
AIRTEL,4G,Download,0.08,-63,UP East
AIRTEL,4G,Download,2.31,-106,UP East
AIRTEL,4G,Download,0.83,-98,UP East
AIRTEL,4G,Download,11.54,-79,UP East
AIRTEL,4G,Upload,4.02,-62,UP East
AIRTEL,4G,Upload,3.45,-60,UP East
AIRTEL,4G,Upload,2.38,-75,UP East
AIRTEL,4G,Upload,3.88,-81,UP East
AIRTEL,4G,Upload,5.09,-81,UP East
AIRTEL,4G,Upload,4.04,-82,UP East
AIRTEL,4G,Upload,5.6,-79,UP East
AIRTEL,4G,Upload,4.99,-80,UP East
AIRTEL,4G,Upload,5.51,-81,UP East
AIRTEL,4G,Upload,3.02,-82,UP East
AIRTEL,4G,Upload,0.8,-90,UP East
AIRTEL,4G,Upload,1.15,-90,UP East
AIRTEL,4G,Upload,3.54,na,UP East
AIRTEL,4G,Upload,0.22,-98,UP East
AIRTEL,4G,Upload,1.33,-79,UP East
AIRTEL,4G,Upload,1.04,-79,UP East
AIRTEL,4G,Upload,1.39,-78,UP East
AIRTEL,4G,Upload,1.34,-65,UP East
AIRTEL,4G,Upload,6.83,-77,UP East
AIRTEL,4G,Upload,1.35,na,UP East
AIRTEL,4G,Upload,1.55,-57,UP East
AIRTEL,4G,Upload,0.19,-107,UP East
AIRTEL,4G,Upload,7.12,-85,UP East
AIRTEL,4G,Upload,7.46,-91,UP East
AIRTEL,4G,Upload,2.92,-67,UP East
AIRTEL,4G,Upload,2.34,-66,UP East
AIRTEL,4G,Upload,2.58,-70,UP East
AIRTEL,4G,Upload,1.87,-79,UP East
AIRTEL,4G,Upload,3.74,-92,UP East
AIRTEL,4G,Upload,2.24,-95,UP East
AIRTEL,4G,Upload,2.65,-89,UP East
AIRTEL,4G,Upload,0.62,-67,UP East
AIRTEL,4G,Upload,1.52,-74,UP East
AIRTEL,4G,Upload,5.7,-73,UP East
AIRTEL,4G,Upload,5.58,-72,UP East
AIRTEL,4G,Upload,6.55,-76,UP East
AIRTEL,3G,Upload,0.7,-97,UP East
AIRTEL,4G,Upload,7.02,-94,UP East
AIRTEL,4G,Upload,9.05,-94,UP East
AIRTEL,4G,Upload,0.23,-92,UP East
AIRTEL,4G,Upload,0.1,-95,UP East
AIRTEL,4G,Upload,4.28,-80,UP East
AIRTEL,4G,Upload,1.28,-62,UP East
AIRTEL,4G,Upload,1.74,-59,UP East
AIRTEL,4G,Upload,2.35,-59,UP East
AIRTEL,4G,Upload,3.54,-106,UP East
AIRTEL,4G,Upload,1.81,-99,UP East
AIRTEL,4G,Upload,6.41,-79,UP East
IDEA,4G,Download,14.71,-99,UP West
IDEA,4G,Download,4.16,-99,UP West
IDEA,4G,Upload,6.43,-99,UP West
IDEA,4G,Upload,6.49,-99,UP West
JIO,4G,Download,43.38,-83,Himachal Pradesh
JIO,4G,Download,58.07,-83,Himachal Pradesh
JIO,4G,Download,56.55,-83,Himachal Pradesh
JIO,4G,Upload,7.34,-83,Himachal Pradesh
JIO,4G,Upload,9.27,-83,Himachal Pradesh
JIO,4G,Upload,9.06,-83,Himachal Pradesh
JIO,4G,Upload,13.26,-72,Punjab
IDEA,4G,Download,9.95,-76,Madhya Pradesh
IDEA,4G,Download,6.02,-74,Madhya Pradesh
IDEA,4G,Download,15.82,-79,Madhya Pradesh
IDEA,4G,Download,0.41,-115,Madhya Pradesh
IDEA,4G,Download,4.5,-114,Madhya Pradesh
IDEA,4G,Download,0.14,-114,Madhya Pradesh
IDEA,4G,Upload,11.42,-77,Madhya Pradesh
IDEA,4G,Upload,6.77,-74,Madhya Pradesh
IDEA,4G,Upload,8.27,-84,Madhya Pradesh
IDEA,4G,Upload,0.04,-117,Madhya Pradesh
IDEA,4G,Upload,0.12,-114,Madhya Pradesh
IDEA,4G,Upload,0.08,-114,Madhya Pradesh
JIO,4G,Download,48.28,-72,Himachal Pradesh
VODAFONE,4G,Download,9.54,-104,Kolkata
VODAFONE,4G,Upload,4.91,-104,Kolkata
